140,Estruturado taninos presentes boa acidez final persistente
141,Medio corpo frutado fermento boa acidez final agradavel boa cremosidade
142,Leve citrico facil de beber boa acidez
143,Boa acidez corpo de leve para medio final agradavel
144,Medio corpo taninos presentes boa acidez amadeirado gastronomico persistencia agradavel
145,Medio corpo fresco frutado
146,Complexo elegante corpo de medio para encorpado boa acidez taninos macios
147,Potente taninos presentes acidez agradavel final longo
148,Potente concentrado taninos presentes boa acidez muito complexo final persistente
149,Muito complexo corpo de medio para encorpado boa acidez taninos presentes
150,Medio corpo boa acidez taninos macios final persistente
151,Complexo suculento corpo de medio para encorpado boa acidez final longo
152,Concentrado elegante potente taninos presentes boa acidez final persistente
153,Corpo de medio a encorpado taninos macios amadeirado acidez agradavel boa complexidade
154,Concentrado suculento estruturado frutado boa acidez taninos presentes final longo
155,Potente taninos presentes boa acidez final longo
156,Denso exuberante estruturado concentrado boa acidez taninos presentes final persistente
157,Complexo encorpado boa acidez taninos macios final longo
158,Corpo de medio para encorpado taninos macios boa acidez boa persistencia
159,Complexo exuberante encorpado boa acidez taninos presentes
160,Complexo boa acidez taninos macios potente
161,Encorpado taninos marcantes boa acidez final longo
162,Potente boa acidez taninos presentes elegante final longo
163,Potente exuberante elegante taninos presentes boa acidez
164,Estruturado acidez agradavel taninos presentes final persistente
165,Encorpado boa acidez taninos presentes boa persistencia
166,Corpo de leve para medio boa acidez frutado
167,Doce bom corpo acidez delicada frutas cristalizadas final persistente
168,Intenso cremoso encorpado boa acidez complexo exuberante
169,Complexo intenso encorpado acidez agradavel taninos presentes amadeirado bom final
170,Leve frutado fresco boa acidez taninos macios
171,Medio corpo frutado folhas secas amadeirado fresco taninos macios
172,Elegante frutado saboroso corpo de leve para medio acidez agradavel taninos macios
173,Harmonico estruturado acidez agradavel taninos presentes bom final
174,Corpo de leve para medio boa acidez taninos presentes
175,Leve acidez sutil delicado floral
176,Corpo de medio para encorpado acidez delicada taninos sedosos docura discreta final longo
177,Elegante frutado frutas secas fermento boa cremosidade fresco corpo de leve para medio agradavel persistencia
178,Elegante complexo mineral acidez presente final persistente
179,Frutado saboroso taninos presentes boa acidez medio corpo bom final
180,Leve frutado delicado floral boa acidez
181,Frutado corpo entre leve e medio boa acidez taninos macios
182,Encorpado taninos sedosos fresco frutado final persistente
183,Corpo de medio para encorpado frutado especiarias fresco taninos presentes boa persistencia
184,Complexo encorpado acidez agradavel taninos macios cacau final longo
185,Tem boa estrutura e frescor e cremoso e doce
186,Cremoso frutado com boa acidez e docura presente
187,Complexo elegante cremoso boa presenca final persistente
188,Medio corpo taninos firmes acidez agradavel bom final
189,Leve boa acidez mineral boa persistencia
190,Medio corpo taninos sedosos frutado fresco
191,Frutado cremoso volumoso e com boa acidez Final persistente
192,Fresco equilibrado media persistencia e confirma as notas de frutas citricas e secas
193,Aveludado doce complexo caramelo frutas secas final longo
194,Persistente doce estruturado intenso e com notas de mel
195,Intenso opulento estruturado com taninos firmes boa acidez e perfeito equilibrio Final longo e persistente
196,Leve com delicioso frescor final sedoso e harmonioso
197,Intenso fresco frutado e cremoso
198,Intenso citrico equilibrado bom corpo e apresenta acidez marcante
199,Vivo saboroso mineral frutado
200,Aveludado equilibrado fresco taninos presentes
201,Elegante harmonioso comprovando as notas de frutas maduras de taninos potentes e final intenso
202,Tem bom corpo acidez agradavel estrutura firme e taninos sedosos Um vinho elegante com sabores duradouros
203,Estruturado boa densidade taninos presentes equilibrado elegante bom frescor final longo
204,Suculento harmonioso maduro taninos aveludados frutas negras como cassis e notas do amadurecimento
205,As frutas dominam o paladar e mesclamse as notas do amadurecimento em barricas de carvalho Enquanto os taninos maduros e firmes combinam bem com a acidez presente O final de boca permanece por longo tempo
206,Seco com otima intensidade no paladar muita elegancia e textura aveludada E harmonico e tem bom frescor que lhe garante a classica fineza de um vinho de Pauillac
207,Complexo elegante maduro com medio corpo saborosa acidez e taninos presentes
208,Encorpado maduro com taninos finos harmonico apresenta final longo aromatico e agradavel
209,Complexo elegante macio equilibrado com boa estrutura notas de cafe e chocolate
210,Cremoso fresco gastronomico equilibrado com bom corpo e notas de brioche
211,Seco maduro e harmonioso
212,Doce com boa cremosidade frescor harmonia entre o acucar e a acidez final de boca aveludado e frutado
213,Doce equilibrado acidez agradavel final longo
214,Intenso vivo e saboroso
215,Levemente doce cremoso fresco e suave
216,Seco refrescante persistente e cremoso
217,Doce frutado cremoso fresco e leve
218,Leve fresco citrico e saboroso
219,Seco elegante harmonico e cremoso
220,Aveludado em boca com taninos macios e sabor marcante
221,Intenso fresco cremoso medio corpo elegante
222,Estruturado com boa presenca de frutas citricas e final refrescante
223,Delicado cremoso e fresco
224,Encorpado cremoso frutado persistente
225,Encorpado denso cremoso e muito persistente Realmente um vinho fora de serie
226,Equilibrado bom corpo acidez agradavel final persistente
227,Bom corpo cremoso acidez agradavel adocicado boa persistencia
228,Cremoso sutil muito macio e persistente
229,Estruturado cremoso frutado boa acidez final persistente
230,Elegante frutado muito cremoso e fresco
231,Maduro elegante boa acidez taninos macios final longo
232,Jovem frutado fresco e com final persistente
233,Taninos presentes boa persistencia e final agradavel
234,Cremoso frutado final longo
235,Equilibrado fresco e com acidez agradavel
236,Harmonioso fresco e frutado
237,Encorpado taninos presentes fresco frutas em compota final longo
238,Frutado bom corpo taninos sedosos fresco leve amadeirado
239,Robusto frutado e boa acidez
240,Fresco acidez agradavel e notas minerais
241,Taninos firmes boa acidez
242,Encorpado taninos presentes acidez agradavel final longo
243,Medio corpo taninos firmes acidez agradavel bom final
244,Encorpado boa acidez taninos presentes amadeirado final longo
245,Corpo de leve para medio boa acidez intenso final persistente
246,Aveludado envolvente final persistente
247,Frutado agradavel taninos bem integrados
248,Leve boa acidez taninos macios
249,Frutado taninos presentes boa acidez corpo de medio para encorpado agradavel final
250,Fresco leve com fruta em evidencia e agradavel final
251,Medio corpo taninos macios boa acidez vivaz com final agradavel
252,Corpo de medio para encorpado boa acidez taninos sedosos frutado final longo
253,Saboroso boa acidez taninos presentes medio corpo
254,Intenso bom corpo envolvente frutas secas boa acidez taninos firmes maduro persistente
255,Frutado leve fresco e equilibrado com notas minerais
256,Frutado leve boa acidez
257,Corpo de leve para medio acidez agradavel taninos macios facil de beber
258,Frutado taninos macios acidez agradavel corpo de leve para medio
259,Frutado medio corpo taninos sedosos fresco amadeirado
260,Medio corpo acidez agradavel taninos presentes frutado especiarias
261,Taninos robustas final persistente
262,Bom corpo taninos macios boa acidez
263,Taninos redondos elegante e fresco
264,Textura suave elegante e taninos envolventes
265,Taninos redondos com toque de especiarias
266,Medio corpo acidez agradavel frutado leve amadeirado
267,Potente complexo taninos presentes acidez agradavel final longo
268,Bom corpo taninos presentes fresco frutado amadeirado
269,Estruturado aveludado e boa persistencia
270,Corpo medio com taninos sedosos e longos
271,Medio corpo taninos macios fresco bom final
272,Fresco equilibrado media persistencia e confirma as notas de frutas citricas e secas
273,Frutado intenso e taninos maduros
274,Em boca apresentase refrescante e com longa persistencia
275,Equilibrado acidez delicada e refrescante
276,Equilibrado refrescante cremoso
277,Em boca e refrescante equilibrado e cremoso
278,Um vinho com taninos amaveis com bom corpo e persistencia
279,Paladar envolvente boa acidez e docura agradavel
280,Equilibrado agradavel e com intenso final de boca
281,Bom corpo taninos macios boa acidez
282,Na boca e generoso e persistente com taninos macios se apresentando com estrutura e corpo marcante
283,Possui um sabor de dulcor equilibrado e cremoso com otimo volume de boca
284,Ao paladar e encorpado com taninos intensos e refinados e por ser muito equilibrado possui excepcional e agradavel persistencia gustativa
285,O perlage intenso se reflete em um otimo volume em boca com textura cremosa
286,Possui um impacto gustativo macio aveludado com taninos evoluidos
287,Aveludado intenso e muito elegante
288,Boa estrutura taninos macios e final persistente
289,Bom corpo taninos presentes amadeirado especiarias
290,Citrico boa acidez bom final
291,Corpo de leve para medio boa acidez taninos macios
292,Fresco jovem e boa acidez
293,Medio corpo acidez agradavel taninos macios
294,Fresco frutado e taninos aveludados
295,Leve boa acidez facil de beber
296,Confirma as notas aromaticas e elegante e com taninos macios
297,Frutado corpo leve para medio fresco taninos sedosos
298,Leve citrico vegetal boa acidez
299,Fresco medio corpo taninos presentes
300,Doce leve fresco frutado delicada cremosidade
301,Leve boa acidez frutado
302,Complexo no paladar com um bom volume em boca cremosidade intensa e final prolongado
303,Elegante encorpado cremoso final longo
304,Equilibrado corpo de leve para medio fresco cremoso aveludado
305,Leve boa acidez delicada cremosidade frutado
306,Vinho jovem e facil muito refrescante de otimo equilibrio acidezdocura
307,Vinho jovem e de otimo equilibrio acidezdocura
308,Frutado bom corpo taninos macios acidez agradavel especiarias
309,Corpo medio frutado e taninos macios
310,Leve acidez agradavel
311,Medio corpo acidez agradavel frutado amadeirado taninos presentes
312,Fresco com bom corpo e nuances frutadas
313,Corpo de leve para medio boa acidez frutado
314,Medio corpo taninos macios acidez agradavel frutado
315,Medio corpo frutado taninos macios boa acidez floral especiarias
316,Leve fresco boa acidez
317,Maduro medio corpo boa acidez taninos macios persistencia agradavel
318,Leve acidez agradavel doce
319,Estruturado com boa presenca em boca cremoso boa acidez notas de brioche
320,Elegante cremoso boa acidez final agradavel
321,Fresco frutado cremoso pessego damasco bom corpo final persistente
322,Elegante cremoso frutado e refrescante
323,Medio corpo boa acidez taninos presentes bom final
324,Bom corpo taninos presentes boa acidez final longo
325,Equilibrado e saboroso
326,Corpo de medio para encorpado boa acidez frutado amadeirado
327,Elegante frutado leve boa acidez delicada cremosidade
328,Medio corpo acidez agradavel taninos macios especiarias bom final
329,Medio corpo acidez agradavel taninos macios boa complexidade tosta
330,Medio corpo untuoso doce boa acidez final longo
331,Corpo medio taninos presentes acidez agradavel amadeirado
332,Saboroso e equilibrado
333,Frutado vegetal medio corpo taninos macios fresco
334,Corpo de leve para medio acidez agradavel taninos macios
335,Estruturado taninos macios e final persistente
336,Frutado robusto taninos sedosos
337,Frutado boa estrutura e taninos sedosos
338,Corpo de medio para encorpado taninos macios acidez presente boa complexidade
339,Boa acidez equilibrado e final longo
340,Medio corpo acidez agradavel taninos presentes amadeirado
341,Suave acidez marcada e fresco
342,Encorpado taninos presentes acidez agradavel saboroso nuances de pimenta
343,Medio corpo boa acidez taninos macios
344,Medio corpo frutas e madeira em equilibrio boa acidez taninos presentes
345,Corpo de leve para medio boa acidez frutado
346,Frutado boa acidez com toque mineral
347,Leve boa acidez taninos macios
348,Leve boa acidez facil de beber
349,Corpo medio taninos macios boa acidez
350,Boa estrutura e corpo taninos robustos
351,Mescla de frutas e vegetal bom corpo boa acidez taninos macios
352,Frutado acidez equilibrada e taninos elegantes
353,Frutado bom corpo fresco taninos presentes
354,Bom corpo taninos macios e acidez agradavel com final frutado mesclado a notas amadeiradas
355,Medio corpo taninos presentes fresco frutado bom final
356,Bom corpo taninos macios boa acidez
357,Medio corpo taninos macios boa acidez frutado
358,Corpo leve para medio boa acidez taninos macios saboroso harmonico
359,Leve taninos macios boa acidez frutado
360,Corpo de leve para medio boa acidez taninos presentes
361,Leve fresco citrico tostado
362,Frutado boa acidez corpo de leve para medio taninos macios
363,Leve boa acidez frutado final agradavel
364,Medio corpo fresco taninos macios bom final frutado amadeirado
365,Frutado taninos macios acidez agradavel bom corpo
366,Elegante encorpado macio com saboroso e persistente final
367,Corpo de leve para medio acidez agradavel leve amadeirado
368,Encorpado robusto e frutado
369,Medio corpo taninos presentes boa acidez final agradavel
370,Aveludado com bom frescor excelente cremosidade e otima harmonia entre acidez e docura
371,Saboroso encorpado boa acidez
372,Corpo de leve para medio boa acidez equilibrado e agradavel
373,Frutado leve taninos delicados acidez agradavel docura delicada
374,Intenso leve citrico boa acidez delicada cremosidade
375,Frutado leve boa acidez docura discreta
376,Medio corpo taninos presentes boa acidez leve frutado media presenca da madeira
377,Fresco equilibrado frutas citricas frutas secas
378,Frutado corpo de leve para medio fresco taninos macios final agradavel
379,Corpo medio taninos aveludados
380,Suculento taninos aveludados
381,Acidez balanceada taninos maduros refrescante frutado e levemente picante
382,Frutado doce fresco
383,Frutado corpo de leve para medio acidez agradavel taninos macios
384,Frutado leve boa acidez
385,Jovem frutado com boa acidez
386,Leve adocicado acidez agradavel
387,Equilibrado frutado e suculento
388,Medio corpo boa acidez taninos presentes final agradavel
389,Leve boa acidez delicada cremosidade
390,Corpo de leve para medio fresco taninos macios frutado
391,Equilibrado corpo de leve para medio fresco cremoso aveludado
392,Corpo de leve para medio acidez agradavel notas citricas gastronomico
393,Jovem fresco e boa acidez
394,Leve citrico boa acidez bom final
395,Elegante frutas vermelhas leve boa acidez delicada cremosidade
396,Delicado mas com presenca em boca de boa acidez e sabores de frutas
397,Corpo de leve para medio boa cremosidade acidez agradavel
398,Elegante leve fresco divertido e com toque citrico
399,Leve refrescante frutado
400,Frutado bom corpo acidez agradavel vegetal
401,Leve com boa acidez e notas frutadas
402,Corpo de leve para medio taninos macios boa acidez frutado boa persistencia
403,Leve acidez presente taninos sutis frutado
404,Equilibrado taninos suaves final redondo
405,Corpo de leve para medio fresco taninos macios frutado
406,Corpo de medio para encorpado taninos macios boa acidez notas do amadurecimento elegante
407,Corpo de medio para encorpado fresco taninos sedosos frutado tostado final persistente
408,Corpo de medio para encorpado fresco taninos sedosos frutado tostado final persistente
409,Leve boa acidez frutado final agradavel
410,Leve frutado fresco delicado citrico frutado
411,Corpo leve para medio taninos macios boa acidez
412,Cremoso fresco com boa presenca em boca notas de brioche e tosta final saboroso e persistente
413,Jovem leve frutado acidez presente
414,Leve citrico acidez agradavel facil de beber
415,Leve frutado acidez agradavel
416,Corpo de leve para medio taninos macios acidez agradavel jovem frutado floral
417,Medio corpo frutado media presenca de madeira fresco
418,Corpo de medio para encorpado taninos presentes acidez agradavel frutado amadeirado
419,Corpo de leve para medio acidez agradavel taninos presentes frutado bom final
420,De grande personalidade frutado com elegante acidez e taninos potentes
421,Medio corpo acidez agradavel taninos macios frutado bom final
422,Bom corpo acidez agradavel frutado
423,Harmonico equilibrado e final persistente
424,Sedoso saboroso e final longo
425,Bom corpo taninos sedosos fresco mineral final longo
426,Muito fresco com boa estrutura e final gracioso com tracos minerais e frutados
427,Robusto taninos redondos e final persistente
428,Encorpado taninos presentes acidez agradavel maduro
429,Equilibrado frutado boa acidez pao fresco
430,Medio corpo taninos macios acidez agradavel
431,Complexo elegante taninos macios acidez agradavel
432,Medio corpo frutado acidez agradavel taninos macios media presenca da madeira
433,Medio corpo taninos macios boa acidez final agradavel
434,Delicado leve boa acidez taninos macios bom final
435,Harmonico corpo medio frutado tosta baunilha acidez agradavel bom final nozes
436,Frutado leve boa acidez
437,Frutado corpo de leve para medio fresco taninos macios elegante
438,Frutado macio com taninos sedosos e final harmonioso
439,Frutado leve acidez presente jovem
440,Frutado medio corpo fresco taninos sedosos
441,Frutado equilibrado medio corpo taninos macios fresco bom final
442,medio corpo harmonico acidez agradavel taninos macios elegante
443,Frutado fresco corpo de leve para medio taninos macios
444,Leve acidez marcantes taninos macios
445,Bom corpo acidez agradavel taninos presentes
446,Medio corpo taninos macios acidez agradavel
447,Corpo de leve para medio boa acidez frutado bom final
448,Leve refrescante frutado
449,Leve frutado boa acidez
450,Leve boa acidez frutado
451,Medio corpo taninos macios boa acidez
452,Bom corpo taninos macios elegante boa acidez final longo
453,Frutado medio corpo taninos macios fresco facil de beber final agradavel
454,Leve seco com acidez refrescante
455,Medio corpo boa acidez taninos presentes final longo
456,Medio corpo taninos presentes boa acidez
457,Corpo medio delicado e taninos aveludados
458,Fresco frutado vivo
459,Frutado taninos sedosos e final agradavel
460,Medio corpo taninos macios acidez agradavel final longo
461,Fresco leve boa acidez e vigor
462,Leve boa acidez saboroso
463,Elegante acidez agradavel bom corpo taninos macios
464,Leve bom frescor delicada cremosidade adocicado
465,Corpo de medio para encorpado acidez agradavel taninos macios frutado amadeirado boa persistencia
466,Encorpado frutado taninos firmes
467,Medio corpo acidez agradavel frutado amadeirado taninos presentes
468,Taninos macios fresco corpo de leve para medio frutado elegante
469,Leve citrico boa acidez final agradavel
470,Bom corpo acidez presente taninos macios
471,Fresco dominio de compota de maca acidez agradavel frutado
472,Medio corpo taninos macios acidez agradavel frutado
473,Elegante bom corpo boa acidez taninos macios
474,Medio corpo taninos macios acidez agradavel bom final
475,Frutado corpo de leve para medio taninos macios boa acidez final agradavel
476,Frutado leve acidez presente citrico
477,Frutado leve acidez presente
478,Taninos presentes frutado corpo de medio para encorpado bom final amadeirado
479,Elegante leve fresco frutado final agradavel
480,Com fruta em evidencia excelente frescor corpo de leve a medio com taninos presentes
481,Frutado versatil fresco saboroso com notas de brioche
482,Medio corpo fresco taninos sedosos frutado
483,Frutado acidez agradavel boa presenca em boca
484,Corpo de leve para medio boa acidez frutado bom final
485,Fresco untuoso final persistente
486,Boa acidez equilibrado frutado citrico vegetal
487,Estruturado taninos redondos e notas de frutas vermelhas e especiarias
488,Sabor de geleia de cereja e chocolate Estruturado taninos macios e final persistente
489,Frutado boa acidez corpo de leve para medio mineral
490,Frutado acidez agradavel estruturado taninos presentes leve amadeirado final longo
491,Frutado medio corpo taninos macios acidez agradavel
492,Frutado medio corpo acidez agradavel taninos macios bom final
493,Estruturado taninos presentes acidez agradavel frutado amadeirado
494,Frutado leve boa acidez
495,Medio corpo fresco notas da madeira final longo
496,Taninos maduros acidez equilibrada e final persistente
497,Leve citrico jovem facil de beber boa acidez
498,Frutado taninos sedosos e final longo
499,Frutado taninos macios acidez agradavel
500,Complexo estruturado taninos macios boa acidez frutado amadeirado
501,Corpo de leve para medio frutado taninos macios boa acidez facil de beber
502,Corpo de medio para encorpado taninos macios fresco bom final
503,Medio corpo taninos presentes boa acidez amadeirado final agradavel
504,Frutado medio corpo taninos macios boa acidez
505,Frutado corpo de medio para encorpado taninos presentes acidez agradavel leve amadeirado
506,Boa acidez taninos marcantes medio corpo frutado
507,Leve boa acidez frutado citrico
508,Corpo medio taninos presentes boa acidez final longo
509,Corpo de leve para medio boa acidez taninos macios facil de beber
510,Medio corpo acidez agradavel taninos presentes
511,Frutado leve boa acidez bom final
512,Equilibrado fresco com boa estrutura e cremosidade Final rico e persistente
513,Corpo de leve para medio acidez agradavel taninos macios
514,Frutado corpo de leve para medio acidez agradavel
515,Bom corpo taninos sedosos fresco
516,Encorpado boa acidez taninos aveludados complexo intenso final longo
517,Frutado medio corpo taninos presentes final longo
518,Elegante cremoso boa acidez final agradavel
519,Corpo de leve para medio acidez agradavel mineral
520,Medio corpo frutado acidez agradavel amadeirado taninos macios traco de docura final agradavel
521,Frutado e com taninos macios
522,Estruturado boa presenca cremoso boa acidez notas de brioche
523,Potente taninos firmes boa acidez complexo final longo
524,Corpo de leve para medio boa acidez taninos presentes boa persistencia
525,Corpo de leve para medio taninos macios boa acidez final agradavel
526,Frutado bom corpo taninos sedosos fresco leve amadeirado
527,Leve citrico floral acidez agradavel bom final
528,Frutado leve acidez agradavel
529,Cremoso volumoso refrescante seco e elegante
530,Frutado fresco corpo de leve para medio
531,Frutado leve boa acidez
532,Frutado sedoso versatil refrescante e com boa presenca em boca
533,Leve frutado boa acidez gastronomico
534,Cremoso volumoso refrescante seco e elegante
535,Complexo amadeirado medio corpo acidez agradavel
536,Boa acidez potente e taninos agradaveis
537,Leve acidez agradavel taninos macios frutado
538,Leve boa acidez frutado citrico final agradavel
539,Bom corpo taninos presentes boa acidez
540,Bom corpo acidez balanceada com taninos maduros
541,Corpo de medio para encorpado taninos presentes boa acidez
542,Robusto taninos elegantes e bom final
543,Frutado medio corpo boa acidez taninos macios especiarias
544,Bom corpo acidez balanceada e taninos maduros
545,Medio corpo acidez agradavel levemente untuoso
546,Gastronomico medio corpo boa acidez taninos macios leve amadeirado
547,Leve acidez agradavel frutado
548,Frutado bom corpo acidez agradavel taninos macios
549,Encorpado taninos presentes fresco
550,Medio corpo taninos macios boa acidez delicada docura
551,Leve acidez agradavel
552,Bom corpo taninos macios acidez agradavel
553,Corpo de leve para medio boa acidez frutado
554,Bom corpo acidez balanceada e taninos maduros
555,Balanceado medio corpo e taninos macios
556,Corpo entre leve e medio taninos macios e acidez agradavel
557,Frutado leve acidez agradavel
558,Untuoso com boa acidez
559,Estruturado com um bom final em boca
560,Boa acidez e taninos marcantes
561,Corpo medio acidez agradavel frutado taninos presentes
562,Medio corpo boa acidez taninos presentes
563,Encorpado frutado e surpreendente
564,Leve boa acidez
565,Frutado jovem com um toque de especiarias
566,Medio corpo acidez agradavel taninos macios
567,Leve boa acidez taninos macios
568,Corpo de medio para encorpado fresco taninos sedosos frutado tostado final persistente
569,Equilibrado corpo de leve para medio fresco cremoso aveludado
570,Medio corpo taninos presentes boa acidez
571,Corpo de medio para encorpado acidez agradavel taninos marcantes traco de docura
572,Frutado medio corpo taninos presentes boa acidez docura discreta
573,Potente taninos presentes boa acidez notas do amadurecimento final longo
574,Medio corpo taninos sedosos acidez agradavel maduro bom final
575,Medio corpo taninos presentes acidez agradavel tostado boa persistencia
576,Frutado macio taninos presentes mas suaves
577,Encorpado taninos presentes acidez agradavel final longo
578,Frutado taninos macios boa acidez
579,Leve boa acidez refrescante
580,Suculento volumoso boa acidez
581,Fresco vivo e rica acidez
582,Leve taninos macios boa acidez frutado
